piid,agency,vendor,value,description_doge,fpds_status,fpds_link,deleted_date,savings,award_agency,award_procurement_id,award_modification_num,ref_idv_agency,ref_idv_procurement_id,ref_idv_modification_num,date_signed,date_effective,date_complete,date_ult_complete_est,date_solicitation,amount_obligated,amount_obligated_total,amount_base_exercised_options,amount_base_exercised_options_total,amount_ultimate,amount_ultimate_total,entity_id,entity_name,entity_dba,cage_code,entity_street,entity_street_2,entity_city,entity_state,entity_zip,entity_county,entity_county_disp,entity_phone,entity_fax,entity_congressional_district,product_service_code,product_service_desc,principal_naics_code,principal_naics_desc,performance_state,performance_location,performance_country,performance_county,performance_city,performance_congressional_district,performance_zip,performance_zip_ext,requirement_desc,dt_scrape
75N91024F00001,Department of Health and Human Services,"SAPIENT GOVERNMENT SERVICES, INC.",12794762.0,"ADMINISTRATIVE ASSISTANT II FOR THE LABORATORY OF CANCER BIOLOGY AND GENETICS, CENTER FOR CANCER RESEARCH. BASE PERIOD: 10/16/2023 - 10/15/2024.",TERMINATED,https://www.fpds.gov/ezsearch/jsp/viewLinkController.jsp?agencyID=7529&PIID=75N91024F00001&modNumber=P00003&idvAgencyID=&idvPIID=75N91023A00005&contractType=AWARD,3/5/2025,3950003.0,7529,75N91024F00001,P00003,7529,75N91023A00005,0,03/18/2025,03/11/2024,09/10/2025,03/10/2029,08/17/2023,0.0,7470953.3,0.0,7470953.3,-3674669.64,34840522.78,SMNWM6HN79X5,"GENERAL DYNAMICS INFORMATION TECHNOLOGY, INC.",,07MU1,3150 FAIRVIEW PARK DR STE 100,,FALLS CHURCH,VA,220424504,USA,UNITED STATES,(571) 533-3136,,VIRGINIA 08,DE10,"IT and Telecom - End User as a Service: Help Desk;Tier 1-2,Workspace,Print,Output,Productivity Tools",541511.0,CUSTOM COMPUTER PROGRAMMING SERVICES,MD,,USA,MONTGOMERY,ROCKVILLE,,20850,1.0,,2025-04-04-0017
75D30122F14127,Department of Health and Human Services,GUIDEHOUSE DIGITAL LLC,40001231.0,ORGANIZATIONAL PROGRAMMATIC SUPPORT (TO#3),TERMINATED,https://www.fpds.gov/ezsearch/jsp/viewLinkController.jsp?agencyID=7523&PIID=75D30122F14127&modNumber=P00006&idvAgencyID=&idvPIID=GS00Q14OADU136&contractType=AWARD,3/5/2025,18521652.0,7523,75D30122F14127,P00006,4732,GS00Q14OADU136,PO0005,03/04/2025,09/20/2022,09/19/2025,09/19/2027,06/03/2022,0.0,21479578.97,0.0,21479578.97,0.0,40001231.4,WKMCZLH1KJM4,GUIDEHOUSE DIGITAL LLC,,1V1B8,1676 INTERNATIONAL DRIVE,STE 800,MCLEAN,VA,221023600,USA,UNITED STATES,(301) 219-6990,,VIRGINIA 11,R408,SUPPORT- PROFESSIONAL: PROGRAM MANAGEMENT/SUPPORT,541330.0,ENGINEERING SERVICES,VA,,USA,FAIRFAX,MCLEAN,,22102,67.0,,2025-04-04-0017
75D30124F20238,Department of Health and Human Services,DELOITTE CONSULTING LLP,5432149.0,DSLR MISSION SUPPORT SERVICES,TERMINATED,https://www.fpds.gov/ezsearch/jsp/viewLinkController.jsp?agencyID=7523&PIID=75D30124F20238&modNumber=P00001&idvAgencyID=&idvPIID=47QRAA18D001P&contractType=AWARD,3/5/2025,5040831.0,7523,75D30124F20238,P00001,4732,47QRAA18D001P,PS0024,03/04/2025,09/24/2024,09/22/2029,09/22/2029,05/09/2024,-69030.2,876589.0,-69030.2,876589.0,-554300.98,5432148.82,CKV2L9GZKJK3,DELOITTE CONSULTING LLP,,1TTG5,1919 N LYNN ST,,ARLINGTON,VA,222091742,USA,UNITED STATES,(571) 858-0176,(703) 842-6748,VIRGINIA 08,R499,SUPPORT- PROFESSIONAL: OTHER,541611.0,ADMINISTRATIVE MANAGEMENT AND GENERAL MANAGEMENT CONSULTING SERVICES,GA,,USA,DEKALB,ATLANTA,,30329,4018.0,,2025-04-04-0017
75P00124C00042,Department of Health and Human Services,"CHICKASAW FEDERAL HEALTH, LLC",3509922.0,ARTIFICIAL INTELLIGENCE (AI) PLANNING AND SUPPORT,TERMINATED,https://www.fpds.gov/ezsearch/jsp/viewLinkController.jsp?agencyID=7570&PIID=75P00124C00042&modNumber=P00001&idvAgencyID=&idvPIID=&contractType=AWARD,3/5/2025,0.0,7570,75P00124C00042,P00001,,,,03/04/2025,09/30/2024,09/29/2025,09/29/2025,09/06/2024,0.0,3509922.0,0.0,3509922.0,-19484132.28,3509922.0,CAMXRD5CHVN6,"CHICKASAW FEDERAL HEALTH, LLC",,9CLK4,"2600 JOHN SAXON BLVD., SUITE 2227",,NORMAN,OK,730711166,USA,UNITED STATES,(405) 253-8220,,OKLAHOMA 04,R499,SUPPORT- PROFESSIONAL: OTHER,541611.0,ADMINISTRATIVE MANAGEMENT AND GENERAL MANAGEMENT CONSULTING SERVICES,DC,,USA,DISTRICT OF COLUMBIA,WASHINGTON,,20201,1.0,,2025-04-04-0017
75D30120F00001,Department of Health and Human Services,"CHEROKEE NATION OPERATIONAL SOLUTIONS, L.L.C.",12076514.0,OFR ADMINISTRATIVE&FINANCIAL SUPPORT SERVICES IDIQ,TERMINATED,https://www.fpds.gov/ezsearch/jsp/viewLinkController.jsp?agencyID=7523&PIID=75D30120F00001&modNumber=P00011&idvAgencyID=&idvPIID=75D30120D09903&contractType=AWARD,3/5/2025,2841958.0,7523,75D30120F00001,P00011,7523,75D30120D09903,0,03/04/2025,09/23/2020,09/14/2025,09/14/2025,08/19/2020,0.0,9234555.66,0.0,9234555.66,0.0,12076513.88,LZ53AT1DCF44,"CHEROKEE NATION OPERATIONAL SOLUTIONS, L.L.C.",,57X59,10838 E MARSHALL ST STE 220-A,,TULSA,OK,741165682,USA,UNITED STATES,(918) 430-3492,,OKLAHOMA 01,R499,SUPPORT- PROFESSIONAL: OTHER,541611.0,ADMINISTRATIVE MANAGEMENT AND GENERAL MANAGEMENT CONSULTING SERVICES,OK,,USA,TULSA,TULSA,,74116,5682.0,,2025-04-04-0017
75D30122F00002,Department of Health and Human Services,"CHEROKEE NATION OPERATIONAL SOLUTIONS, L.L.C.",6463932.0,DNA PLATING & STORAGE IDIQ,TERMINATED,https://www.fpds.gov/ezsearch/jsp/viewLinkController.jsp?agencyID=7523&PIID=75D30122F00002&modNumber=P00004&idvAgencyID=&idvPIID=75D30120D09903&contractType=AWARD,3/5/2025,2945945.0,7523,75D30122F00002,P00004,7523,75D30120D09903,0,03/04/2025,09/27/2022,09/26/2025,09/26/2025,08/19/2022,0.0,3517987.72,0.0,3517987.72,0.0,6463932.24,LZ53AT1DCF44,"CHEROKEE NATION OPERATIONAL SOLUTIONS, L.L.C.",,57X59,10838 E MARSHALL ST STE 220-A,,TULSA,OK,741165682,USA,UNITED STATES,(918) 430-3492,,OKLAHOMA 01,R499,SUPPORT- PROFESSIONAL: OTHER,541611.0,ADMINISTRATIVE MANAGEMENT AND GENERAL MANAGEMENT CONSULTING SERVICES,OK,,USA,TULSA,TULSA,,74116,5682.0,,2025-04-04-0017
75D30122C13560,Department of Health and Human Services,"DNI EMERGING TECHNOLOGIES, LLC",13717413.0,IIS SUPPORT AND DATA MANAGEMENT,TERMINATED,https://www.fpds.gov/ezsearch/jsp/viewLinkController.jsp?agencyID=7523&PIID=75D30122C13560&modNumber=P00007&idvAgencyID=&idvPIID=&contractType=AWARD,3/5/2025,5513069.0,7523,75D30122C13560,P00007,,,,03/04/2025,03/25/2022,03/25/2026,03/25/2027,02/08/2022,0.0,8204344.0,0.0,8691986.4,0.0,13717413.4,MKAQAB8ECG69,"DNI EMERGING TECHNOLOGIES, LLC",,8Q2A9,2000 N CLASSEN BLVD STE 1650,,OKLAHOMA CITY,OK,731066016,USA,UNITED STATES,(405) 526-1030,,OKLAHOMA 03,R499,SUPPORT- PROFESSIONAL: OTHER,541611.0,ADMINISTRATIVE MANAGEMENT AND GENERAL MANAGEMENT CONSULTING SERVICES,OK,,USA,OKLAHOMA,OKLAHOMA CITY,,73106,6016.0,,2025-04-04-0017
75D30123F00001,Department of Health and Human Services,JACOBS GOVERNMENT SERVICES COMPANY,4114075.0,EOI::DOGE Workforce Optimization & Ending DEI Initiatives::EOI Notice of complete T4C,TERMINATED,https://www.fpds.gov/ezsearch/jsp/viewLinkController.jsp?agencyID=7523&PIID=75D30123F00001&modNumber=P00001&idvAgencyID=&idvPIID=75D30122D13482&contractType=AWARD,3/5/2025,0.0,7523,75D30123F00001,P00001,7523,75D30122D13482,0,03/04/2025,09/21/2023,03/05/2026,03/05/2026,08/01/2023,0.0,4114075.0,0.0,4114075.0,0.0,4114075.0,HDMBNDVCLYJ7,JACOBS GOVERNMENT SERVICES COMPANY,,64X94,"1100 N GLEBE RD, STE 500",,ARLINGTON,VA,222015785,USA,UNITED STATES,(314) 335-4144,(314) 335-5132,VIRGINIA 08,C219,ARCHITECT AND ENGINEERING- GENERAL: OTHER,541330.0,ENGINEERING SERVICES,GA,,USA,DEKALB,ATLANTA,,30329,4018.0,,2025-04-04-0017
75R60224F34001,Department of Health and Human Services,"RACK-WILDNER & REESE, INC.",2077340.0,MEDICAL EXPERT SERVICES VICP CASE # 20-1242.,OTHER ADMINISTRATIVE ACTION,https://www.fpds.gov/ezsearch/jsp/viewLinkController.jsp?agencyID=7526&PIID=75R60224F34001&modNumber=P00001&idvAgencyID=&idvPIID=75R60224D00042&contractType=AWARD,3/5/2025,1711627.0,7526,75R60224F34001,P00001,7526,75R60224D00042,0,11/26/2024,09/25/2024,09/24/2025,09/24/2025,05/02/2024,0.0,770737.32,0.0,770737.32,0.0,770737.32,CKV2L9GZKJK3,DELOITTE CONSULTING LLP,,1TTG5,1919 N LYNN ST,,ARLINGTON,VA,222091742,USA,UNITED STATES,(571) 858-0176,(703) 842-6748,VIRGINIA 08,Q999,MEDICAL- OTHER,541611.0,ADMINISTRATIVE MANAGEMENT AND GENERAL MANAGEMENT CONSULTING SERVICES,VA,,USA,ARLINGTON,ARLINGTON,,22209,1800.0,,2025-04-04-0017
75D30123C16930,Department of Health and Human Services,"VERITAS MANAGEMENT GROUP, INC.",747753.0,ADVANCING HEALTH EQUITY THROUGH PUBLIC HEALTH INFRASTRUCTURE,TERMINATED,https://www.fpds.gov/ezsearch/jsp/viewLinkController.jsp?agencyID=7523&PIID=75D30123C16930&modNumber=P00004&idvAgencyID=&idvPIID=&contractType=AWARD,3/5/2025,0.0,7523,75D30123C16930,P00004,,,,03/04/2025,07/10/2023,07/09/2025,07/09/2025,04/20/2023,0.0,747753.03,0.0,747753.03,0.0,747753.03,CL84PKGLECJ4,"VERITAS MANAGEMENT GROUP, INC.",,4UXE2,970 AUTUMN CLOSE,,ALPHARETTA,GA,300044527,USA,UNITED STATES,(404) 434-7370,,GEORGIA 06,R408,SUPPORT- PROFESSIONAL: PROGRAM MANAGEMENT/SUPPORT,541611.0,ADMINISTRATIVE MANAGEMENT AND GENERAL MANAGEMENT CONSULTING SERVICES,GA,,USA,FULTON,ALPHARETTA,,30004,4527.0,,2025-04-04-0017
75D30124P18928,Department of Health and Human Services,WINDSOR GROUP LLC,93636.0,FEC III SUPPORT TO NCHS-DAE,TERMINATED,https://www.fpds.gov/ezsearch/jsp/viewLinkController.jsp?agencyID=7523&PIID=75D30124P18928&modNumber=P00001&idvAgencyID=&idvPIID=&contractType=AWARD,3/5/2025,0.0,7523,75D30124P18928,P00001,,,,03/04/2025,04/23/2024,04/23/2025,04/23/2025,04/23/2024,0.0,93636.0,0.0,93636.0,0.0,93636.0,PMLRMMNK8Y95,WINDSOR GROUP LLC,,62D24,6710A ROCKLEDGE DR,STE 400,BETHESDA,MD,20817,USA,UNITED STATES,(410) 903-6253,(240) 491-5936, ,R499,SUPPORT- PROFESSIONAL: OTHER,541611.0,ADMINISTRATIVE MANAGEMENT AND GENERAL MANAGEMENT CONSULTING SERVICES,MD,,USA,PRINCE GEORGES,HYATTSVILLE,,20782,2064.0,,2025-04-04-0017
70FA4024F00000464,Department of Homeland Security,"FEEA CHILDCARE SERVICES, INC.",863752.0,ESTABLISH THE CCSP PROGRAM FOR ALL ELIGIBLE DHS FEMA EMPLOYEES,TERMINATED,https://www.fpds.gov/ezsearch/jsp/viewLinkController.jsp?agencyID=7022&PIID=70FA4024F00000464&modNumber=P00002&idvAgencyID=&idvPIID=70RWMD24AP0000002&contractType=AWARD,3/5/2025,637490.0,7022,70FA4024F00000464,P00002,7001,70RWMD24AP0000002,P00002,03/04/2025,09/27/2024,03/03/2025,03/03/2025,09/27/2024,0.0,226261.74,0.0,226261.74,0.0,863751.54,ULBMMQGLNBY6,"FEEA CHILDCARE SERVICES, INC.",,585E0,1641 PRINCE ST,,ALEXANDRIA,VA,223142818,USA,UNITED STATES,(202) 559-7042,(202) 559-1380,VIRGINIA 08,R408,SUPPORT- PROFESSIONAL: PROGRAM MANAGEMENT/SUPPORT,541611.0,ADMINISTRATIVE MANAGEMENT AND GENERAL MANAGEMENT CONSULTING SERVICES,DC,,USA,DISTRICT OF COLUMBIA,WASHINGTON,,20472,3205.0,,2025-04-04-0017
70FA4024F00000335,Department of Homeland Security,DELOITTE CONSULTING LLP,3123130.0,"THE CONTRACTOR SHALL PROVIDE STRATEGIC COMMUNICATIONS SUPPORT, CHANGE MANAGEMENT SUPPORT, ADMINISTRATIVE SUPPORT, PROJECT MANAGEMENT SUPPORT, AND EXECUTIVE SUPPORT TO THE RESPONDER LODGING PROGRAM IN THE OCAO DISASTER SUPPORT BRANCH.",TERMINATED,https://www.fpds.gov/ezsearch/jsp/viewLinkController.jsp?agencyID=7022&PIID=70FA4024F00000335&modNumber=P00001&idvAgencyID=&idvPIID=70FA6022A00000002&contractType=AWARD,3/5/2025,2373924.0,7022,70FA4024F00000335,P00001,7022,70FA6022A00000002,P00004,03/04/2025,07/12/2024,03/04/2025,07/11/2026,07/09/2024,0.0,749206.4,0.0,749206.4,0.0,3123130.4,CKV2L9GZKJK3,DELOITTE CONSULTING LLP,,1TTG5,1919 N LYNN ST,,ARLINGTON,VA,222091742,USA,UNITED STATES,(571) 858-0176,(703) 842-6748,VIRGINIA 08,R699,SUPPORT- ADMINISTRATIVE: OTHER,541611.0,ADMINISTRATIVE MANAGEMENT AND GENERAL MANAGEMENT CONSULTING SERVICES,DC,,USA,DISTRICT OF COLUMBIA,WASHINGTON,,20472,3205.0,,2025-04-04-0017
1605TA22F00090,Department of Labor,BOOZ ALLEN HAMILTON INC.,6549341.0,ORDER ISSUED TO PROVIDE COMPLIANCE MANAGEMENT SYSTEM PROGRAM SUPPORT (CMS) SERVICES TO SUPPORT THE DEPARTMENT OF LABOR (DOL) OFFICE OF FEDERAL CONTRACT COMPLIANCE PROGRAMS (OFCCP).,TERMINATED,https://www.fpds.gov/ezsearch/jsp/viewLinkController.jsp?agencyID=1605&PIID=1605TA22F00090&modNumber=P00007&idvAgencyID=&idvPIID=1605TA22A0001&contractType=AWARD,3/5/2025,1292531.0,1605,1605TA22F00090,P00007,1605,1605TA22A0001,P00004,02/26/2025,09/28/2022,09/27/2025,09/27/2025,08/11/2022,0.0,5256810.43,0.0,5693869.64,0.0,6549340.95,JCBMLGPE6Z71,BOOZ ALLEN HAMILTON INC.,,17038,8283 GREENSBORO DR,,MC LEAN,VA,221023830,USA,UNITED STATES,(703) 377-0195,(703) 902-3200,VIRGINIA 11,R499,SUPPORT- PROFESSIONAL: OTHER,541511.0,CUSTOM COMPUTER PROGRAMMING SERVICES,DC,,USA,DISTRICT OF COLUMBIA,WASHINGTON,,20010,1.0,,2025-04-04-0017
1605C321F00017,Department of Labor,DELOITTE & TOUCHE LLP,1444047.0,"FINANCIAL, PERFORMANCE, ATTESTATION, AND CONTROL AUDIT SUPPORT SERVICES FOR OWCP.",TERMINATED,https://www.fpds.gov/ezsearch/jsp/viewLinkController.jsp?agencyID=1605&PIID=1605C321F00017&modNumber=P00022&idvAgencyID=&idvPIID=GS00F029DA&contractType=AWARD,3/5/2025,421350.0,1605,1605C321F00017,P00022,4732,GS00F029DA,PS0025,03/03/2025,02/04/2021,02/28/2026,02/28/2026,11/18/2020,0.0,1015327.35,0.0,1436676.89,0.0,1436676.89,F9KSDU7L9VP6,DELOITTE & TOUCHE LLP,,3CCJ5,1919 N LYNN ST,,ARLINGTON,VA,222091742,USA,UNITED STATES,(571) 858-0176,,VIRGINIA 08,R704,SUPPORT- MANAGEMENT: AUDITING,541519.0,OTHER COMPUTER RELATED SERVICES,DC,,USA,DISTRICT OF COLUMBIA,WASHINGTON,,20210,1.0,,2025-04-04-0017
1605TA23F00008,Department of Labor,BOOZ ALLEN HAMILTON INC.,11423017.0,"(LABOR) NEW TASK ORDER FOR SECTION 508 SUPPORT SERVICES AGAINST BPA 1605TA-22-A-0001. INCREMENTALLY FUND CLIN 0001 IN THE AMOUNT OF $270,225.60, FUNDS ARE PROJECTED FOR LAST FROM 12/16/2022 THROUGH 03/16/2023.BASE + 4 OPTION PERIODSBASE: 12/1",TERMINATED,https://www.fpds.gov/ezsearch/jsp/viewLinkController.jsp?agencyID=1605&PIID=1605TA23F00008&modNumber=P00007&idvAgencyID=&idvPIID=1605TA22A0001&contractType=AWARD,3/5/2025,8729163.0,1605,1605TA23F00008,P00007,1605,1605TA22A0001,P00004,03/03/2025,12/16/2022,12/15/2025,12/15/2025,12/13/2022,0.0,2693854.24,0.0,3808335.36,0.0,11423016.96,JCBMLGPE6Z71,BOOZ ALLEN HAMILTON INC.,,17038,8283 GREENSBORO DR,,MC LEAN,VA,221023830,USA,UNITED STATES,(703) 377-0195,(703) 902-3200,VIRGINIA 11,R499,SUPPORT- PROFESSIONAL: OTHER,541511.0,CUSTOM COMPUTER PROGRAMMING SERVICES,DC,,USA,DISTRICT OF COLUMBIA,WASHINGTON,,20210,1.0,,2025-04-04-0017
140R8124C0008,Department of the Interior,"OCLC, INC",182492.0,OCLC SUBSCRIPTION,OTHER ADMINISTRATIVE ACTION,https://www.fpds.gov/ezsearch/jsp/viewLinkController.jsp?agencyID=1425&PIID=140R8124C0008&modNumber=P00001&idvAgencyID=&idvPIID=&contractType=AWARD,3/5/2025,0.0,1425,140R8124C0008,P00001,,,,01/13/2025,09/20/2024,09/11/2025,09/11/2030,08/30/2024,0.0,27512.85,0.0,27512.85,0.0,182492.05,F2CMCKN6DAD7,"OCLC, INC",,9Z000,6565 KILGOUR PL,,DUBLIN,OH,430173395,USA,UNITED STATES,(614) 764-6000,(614) 718-7215,OHIO 15,R605,SUPPORT- ADMINISTRATIVE: LIBRARY,541519.0,OTHER COMPUTER RELATED SERVICES,CO,,USA,JEFFERSON,DENVER,,80225,7.0,,2025-04-04-0017
140R1024P0024,Department of the Interior,COUNTY OF MALHEUR,293258.0,AP777 MALHEUR COUNTY LAW ENFORCEMENT,TERMINATED,https://www.fpds.gov/ezsearch/jsp/viewLinkController.jsp?agencyID=1425&PIID=140R1024P0024&modNumber=P00001&idvAgencyID=&idvPIID=&contractType=AWARD,3/5/2025,242926.0,1425,140R1024P0024,P00001,,,,03/24/2025,05/31/2024,02/28/2025,02/28/2025,05/01/2024,-18443.88,36887.76,-18443.88,36887.76,-256369.84,36887.76,TUFXAXSAY4D1,COUNTY OF MALHEUR,,3F5S4,251 B ST W,,VALE,OR,979181380,USA,UNITED STATES,(541) 473-5183,(541) 473-5168,OREGON 02,R430,SUPPORT- PROFESSIONAL: PHYSICAL SECURITY AND BADGING,561612.0,SECURITY GUARDS AND PATROL SERVICES,ID,,USA,ADA,BOISE,,83702,4520.0,,2025-04-04-0017
140R1024P0034,Department of the Interior,"BUNKER, DAVID",99500.0,MONTOUR WILDLIFE MANAGEMENT AREA WEED TREATMENT SERVICES,EXERCISE AN OPTION,https://www.fpds.gov/ezsearch/jsp/viewLinkController.jsp?agencyID=1425&PIID=140R1024P0034&modNumber=P00001&idvAgencyID=&idvPIID=&contractType=AWARD,3/5/2025,88425.0,1425,140R1024P0034,P00001,,,,01/15/2025,08/20/2024,08/31/2026,08/31/2029,06/18/2024,19375.0,38250.0,19375.0,38250.0,0.0,99500.0,DR5PRJMT8FJ5,"BUNKER, DAVID",,3JKK7,2705 HERITAGE DRIVE,,NYSSA,OR,979135439,USA,UNITED STATES,(541) 823-2192,,OREGON 02,F105,ENVIRONMENTAL SYSTEMS PROTECTION- PESTICIDES SUPPORT,561730.0,LANDSCAPING SERVICES,ID,,USA,GEM,EMMETT,,83617,5009.0,,2025-04-04-0017
140G0123F0267,Department of the Interior,SIDEM,1727093.0,Meeting Management and Facilitation Services for the Advisory Council for Climate Adaptation Science,TERMINATED,https://www.fpds.gov/ezsearch/jsp/viewLinkController.jsp?agencyID=1434&PIID=140G0123F0267&modNumber=P00002&idvAgencyID=&idvPIID=140G0123A0005&contractType=AWARD,3/5/2025,1266535.0,1434,140G0123F0267,P00002,1434,140G0123A0005,0,03/25/2025,10/01/2023,09/30/2028,09/30/2028,08/24/2023,0.0,460558.64,0.0,460558.64,0.0,1727093.2,UDMXHC5GQN11,"SIDEM, LLC",,4FPX5,4315 50TH ST NW,STE 100,WASHINGTON,DC,200164369,USA,UNITED STATES,(202) 495-2902,(202) 495-2901,DISTRICT OF COLUMBIA 98,V999,TRANSPORTATION/TRAVEL/RELOCATION- OTHER: OTHER,561920.0,CONVENTION AND TRADE SHOW ORGANIZERS,VA,,USA,FAIRFAX,RESTON,,20195,2.0,,2025-04-04-0017
140D0424F0149,Department of the Interior,KEARNS & WEST INC,54837.0,"PROVIDE FACILITATION, COLLABORATIVE PROBLEM-SOLVING SERVICES TO NATIONAL PARK SERVICE GATEWAY NATIONAL RECREATION AREA (NPS/GATE) FORT HANCOCK ADVISORY COMMITTEE",TERMINATED,https://www.fpds.gov/ezsearch/jsp/viewLinkController.jsp?agencyID=1406&PIID=140D0424F0149&modNumber=P00002&idvAgencyID=&idvPIID=140D0423D0077&contractType=AWARD,3/5/2025,12000.0,1406,140D0424F0149,P00002,1406,140D0423D0077,0,03/06/2025,12/21/2023,03/12/2025,03/12/2025,,0.0,54836.66,0.0,54836.66,0.0,54836.66,CNGPPDCQL1J5,KEARNS & WEST INC,,1DJH6,233 SANSOME ST,# 400,SAN FRANCISCO,CA,941042305,USA,UNITED STATES,(202) 412-4635,(202) 412-4635,CALIFORNIA 11,R499,SUPPORT- PROFESSIONAL: OTHER,541990.0,"ALL OTHER PROFESSIONAL, SCIENTIFIC, AND TECHNICAL SERVICES",CA,,USA,SAN FRANCISCO,SAN FRANCISCO,,94104,2305.0,,2025-04-04-0017
140P2120F0171,Department of the Interior,"RESOURCE SYSTEMS GROUP, INC.",289865.0,VIRTUAL VISITOR SURVEY,OTHER ADMINISTRATIVE ACTION,https://www.fpds.gov/ezsearch/jsp/viewLinkController.jsp?agencyID=1443&PIID=140P2120F0171&modNumber=P00004&idvAgencyID=&idvPIID=GS10F0059V&contractType=AWARD,3/5/2025,0.0,1443,140P2120F0171,P00004,4730,GS10F0059V,PA0033,11/21/2024,09/02/2020,08/31/2025,08/31/2025,07/01/2020,0.0,289865.0,0.0,289865.0,0.0,289865.0,RUHDKM4MN833,"RESOURCE SYSTEMS GROUP, INC.",,1MC25,55 RAILROAD ROW,,WHITE RIVER JUNCTION,VT,050017177,USA,UNITED STATES,(802) 295-4999,(802) 295-1006,VERMONT 00,B507,SPECIAL STUDIES/ANALYSIS- ECONOMIC,541611.0,ADMINISTRATIVE MANAGEMENT AND GENERAL MANAGEMENT CONSULTING SERVICES,VT,,USA,WINDSOR,WHITE RIVER JUNCTION,,05001,6159.0,,2025-04-04-0017
140P2123F0226,Department of the Interior,"THE OTTERY GROUP, INC",150614.0,PHASE I CATO ARCH SURVEY OF 17 ACRES,EXERCISE AN OPTION,https://www.fpds.gov/ezsearch/jsp/viewLinkController.jsp?agencyID=1443&PIID=140P2123F0226&modNumber=P00001&idvAgencyID=&idvPIID=GS10F0061X&contractType=AWARD,3/5/2025,0.0,1443,140P2123F0226,P00001,4732,GS10F0061X,PA0033,09/03/2024,09/19/2023,09/20/2025,09/20/2025,08/31/2023,85934.75,150614.47,85934.75,150614.47,0.0,150614.47,GLBSJ6W818D1,"OTTERY GROUP, INC., THE",,3BWG3,12600 ELDRID CT,,SILVER SPRING,MD,209043505,USA,UNITED STATES,(240) 274-7710,,MARYLAND 08,B503,SPECIAL STUDIES/ANALYSIS- ARCHEOLOGICAL/PALEONTOLOGICAL,541620.0,ENVIRONMENTAL CONSULTING SERVICES,MD,,USA,FREDERICK,THURMONT,,21788,130.0,,2025-04-04-0017
140P2123F0175,Department of the Interior,"ICF INCORPORATED, L.L.C.",279973.0,PFMD FY24 SOLID WASTE MANAGEMENT SUPPORT,SUPPLEMENTAL AGREEMENT FOR WORK WITHIN SCOPE,https://www.fpds.gov/ezsearch/jsp/viewLinkController.jsp?agencyID=1443&PIID=140P2123F0175&modNumber=P00003&idvAgencyID=&idvPIID=140P2122A0008&contractType=AWARD,3/5/2025,0.0,1443,140P2123F0175,P00003,1443,140P2122A0008,0,01/14/2025,08/21/2023,09/30/2025,09/30/2025,08/11/2023,0.0,279973.0,0.0,279973.0,0.0,279973.0,QHBLBNKKV4U3,"ICF INCORPORATED, L.L.C.",,5M571,9300 LEE HWY,,FAIRFAX,VA,220316050,USA,UNITED STATES,(703) 934-3484,(703) 218-2547,VIRGINIA 11,F115,ENVIRONMENTAL SYSTEMS PROTECTION- ENVIRONMENTAL CONSULTING AND LEGAL SUPPORT,541611.0,ADMINISTRATIVE MANAGEMENT AND GENERAL MANAGEMENT CONSULTING SERVICES,VA,,USA,FAIRFAX,FAIRFAX,,22031,6050.0,,2025-04-04-0017
140P2121C0023,Department of the Interior,"E & S ENVIRONMENTAL CHEMISTRY, INC.",135000.0,NR-ARD-147-CRITICAL LOADS/CLIMATE CHANGE,SUPPLEMENTAL AGREEMENT FOR WORK WITHIN SCOPE,https://www.fpds.gov/ezsearch/jsp/viewLinkController.jsp?agencyID=1443&PIID=140P2121C0023&modNumber=P00004&idvAgencyID=&idvPIID=&contractType=AWARD,3/5/2025,0.0,1443,140P2121C0023,P00004,,,,08/22/2024,07/15/2021,06/30/2025,06/30/2025,,15000.0,135000.0,15000.0,135000.0,15000.0,135000.0,HUK5HWVKUJQ9,"E & S ENVIRONMENTAL CHEMISTRY, INC.",,3WAC4,2161 NW FILLMORE AVE,,CORVALLIS,OR,973305624,USA,UNITED STATES,(541) 758-1330,,OREGON 04,B502,SPECIAL STUDIES/ANALYSIS- AIR QUALITY,541620.0,ENVIRONMENTAL CONSULTING SERVICES,CO,,USA,WELD,BUSHNELL,,69128,2886.0,,2025-04-04-0017
140P4523P0056,Department of the Interior,"JASON TESAURO CONSULTING, LLC",24750.0,FRST - CONDUCT ENDANGERED SPECIES SURVEY,EXERCISE AN OPTION,https://www.fpds.gov/ezsearch/jsp/viewLinkController.jsp?agencyID=1443&PIID=140P4523P0056&modNumber=P00001&idvAgencyID=&idvPIID=&contractType=AWARD,3/5/2025,0.0,1443,140P4523P0056,P00001,,,,08/13/2024,09/23/2023,09/21/2025,09/21/2025,09/02/2023,10000.0,24750.0,10000.0,24750.0,0.0,24750.0,MXD3LUUNT364,"JASON TESAURO CONSULTING, LLC",,63U76,391 WAHL RD,,LIVINGSTON MANOR,NY,127587042,USA,UNITED STATES,(201) 841-6879,,NEW YORK 07,F099,NATURAL RESOURCES/CONSERVATION- OTHER,541620.0,ENVIRONMENTAL CONSULTING SERVICES,DE,,USA,NEW CASTLE,NEW CASTLE,,19720,2772.0,,2025-04-04-0017
