registrationNumber,type,legalName,tradeName,address,street,place,zip,county,status,dateFirstRegistered,dateRegisteredThrough,deletedDate,successorRegistrationNumber,cd119,cd_method,in_ny23,community
024443,Pharmacy,"SPRINGCREEK PHARMACY, INC.",,227 WEST MAIN ST. SPRINGVILLE NY 14141,227 WEST MAIN ST,. SPRINGVILLE,14141,ERIE,Discontinued,"August 18, 1999","December 16, 2017","December 16, 2017",NONE,,,unknown,yes
013352,Pharmacy,SPRINGVILLE PHARMACY INC.,,21.5  E. MAIN ST. (REAR) SPRINGVILLE NY 14141,21.5 E. MAIN ST,. (REAR) SPRINGVILLE,14141,ERIE,Transfer,"July 01, 1970","December 10, 1997","December 10, 1997",023326,,,unknown,yes
023326,Pharmacy,"SPRINGVILLE PHARMACY INFUSION THERAPY, INC.",,40 CENTRE DRIVE ORCHARD PARK NY 14127,40 CENTRE DRIVE,ORCHARD PARK,14127,ERIE,Active,"December 10, 1997","December 31, 2028",,NONE,23,Census batch geocode + point-in-district,yes,no
027592,Wholesaler,"SPRINGVILLE PHARMACY INFUSION THERAPY, INC.",OPTION CARE,40 CENTRE DRIVE ORCHARD PARK NY 14127,40 CENTRE DRIVE,ORCHARD PARK,14127,ERIE,Discontinued,"August 04, 2006","June 30, 2015","June 30, 2015",NONE,,,unknown,no
037338,Pharmacy,SPRINGVILLE PHARMACY LLC,,13 E. MAIN STREET SPRINGVILLE NY 14141,13 E. MAIN STREET,SPRINGVILLE,14141,ERIE,Active,"May 15, 2019","April 30, 2028",,NONE,23,Census batch geocode + point-in-district,yes,yes
019549,Pharmacy,"SPROUT, JOSEPH E.",ALLEGANY PHARMACY,ALLEGANY PHARMACY 76 W. MAIN STREET ALLEGANY NY 14706,ALLEGANY PHARMACY 76 W. MAIN STREET,ALLEGANY,14706,CATTARAUGUS,Discontinued,"September 21, 1987","March 30, 1990","March 30, 1990",NONE,23,county wholly in NY-23,yes,yes
009822,Pharmacy,"ST. FRANCIS GERIATRIC & HEALTHCARE SERVICES, INC.","ST. FRANCIS HOSPITAL OF BUFFLAO, N.Y. (X-REF ONLY)",C/O PHARMACY DEPT. 2787 MAIN STREET BUFFALO NY 14214,DEPT. 2787 MAIN STREET,BUFFALO,14214,ERIE,Discontinued,"January 11, 1963","August 03, 1993","August 03, 1993",NONE,26,unmatched address; town wholly in/out of NY-23 (assumed),no,no
023758,Pharmacy,"ST. FRANCIS GERIATRIC AND HEALTHCARE SERVICES,INC.",,C/O PHARMACY 45 SPINDRIFT DR. WILLIAMSVILLE NY 14221,45 SPINDRIFT DR,. WILLIAMSVILLE,14221,ERIE,Transfer,"July 20, 1998","May 13, 2008","May 13, 2008",028655,,,unknown,yes
010545,Pharmacy,"ST. FRANCIS HOSPITAL, OLEAN, NEW YORK",,2221 W. STATE STREET OLEAN NY 14760,2221 W. STATE STREET,OLEAN,14760,CATTARAUGUS,Transfer,"August 05, 1964","July 03, 1991","July 03, 1991",021004,23,county wholly in NY-23,yes,no
027052,Pharmacy,ST. FRANCIS OF BUFFALO,,34 BENWOOD AVENUE BUFFALO NY 14214,34 BENWOOD AVENUE,BUFFALO,14214,ERIE,Not Active,Not On File,"June 20, 2005","June 20, 2005",NONE,26,unmatched address; town wholly in/out of NY-23 (assumed),no,yes
027051,Pharmacy,ST. FRANCIS OF WILLIAMSVILLE,,147 REIST STREET WILLIAMSVILLE NY 14221,147 REIST STREET,WILLIAMSVILLE,14221,ERIE,Not Active,Not On File,"June 20, 2005","June 20, 2005",NONE,,,unknown,yes
006909,Pharmacy,ST. JAMES HOSPITAL,,C/O PHARMACY 7329 SENECA RD. NORTH HORNELL NY 14843,7329 SENECA RD,. NORTH HORNELL,14843,STEUBEN,Active,"June 13, 1956","June 30, 2028",,NONE,23,county wholly in NY-23,yes,no
019459,Pharmacy,ST. JAMES MERCY HOSPITAL,MERCYCARE,C/O PHARMACY BETHESDA DRIVE NORTH HORNELL NY 14843,BETHESDA DRIVE,NORTH HORNELL,14843,STEUBEN,Discontinued,"June 08, 1987","July 07, 2014","July 07, 2014",NONE,23,county wholly in NY-23,yes,no
008801,Pharmacy,"ST. JOSEPH HOSPITAL OF CHEEKTOWAGA, NEW YORK",,C/O PHARMACY 2605 HARLEM ROAD CHEEKTOWAGA NY 14225,2605 HARLEM ROAD,CHEEKTOWAGA,14225,ERIE,Transfer,"September 08, 1960","June 01, 2009","June 01, 2009",029489,26,unmatched address; town wholly in/out of NY-23 (assumed),no,no
000838,Pharmacy,ST. JOSEPH'S HOSPITAL,,C/O PHARMACY 555 ST. JOSEPH'S BLVD ELMIRA NY 14901,555 ST. JOSEPH'S BLVD,ELMIRA,14901,CHEMUNG,Active,"January 01, 1954","January 31, 2028",,NONE,23,county wholly in NY-23,yes,no
004420,Pharmacy,"STACK, BERNARD L.",STACHOWSKI'S PHARMACY,"STACHOWSKI'S PHARMACY 615 OLIVER STREET NORTH TONAWANDA, NY 14120",STACHOWSKI'S PHARMACY 615 OLIVER STREET,"NORTH TONAWANDA,",14120,NIAGARA,Discontinued,"January 01, 1931","November 16, 1990","November 16, 1990",NONE,,,unknown,yes
040486,Pharmacy,"STARLING PHARMACY II, INC.",STARLING PHARMACY,1049 BROADWAY BUFFALO NY 14212,1049 BROADWAY,BUFFALO,14212,ERIE,Active,"November 27, 2023","October 31, 2026",,NONE,26,Census batch geocode + point-in-district,no,yes
000021,Pharmacy,STATE UNIVERSITY OF NEW YORK AT BUFFALO,BUFFALO SCHOOL OF PHARMACY,BUFFALO SCHOOL PHARMACY 130 PHARMACY BUILDING BUFFALO NY 14214-8033,BUFFALO SCHOOL PHARMACY 130 PHARMACY BUILDING,BUFFALO,14214,ERIE,Active,"January 01, 1931","January 31, 2028",,NONE,26,unmatched address; city wholly outside NY-23 (assumed),no,yes
037824,Pharmacy,STATE UNIVERSITY OF NEW YORK AT BUFFALO,,4350 MAPLE RD AMHERST NY 14226,4350 MAPLE RD,AMHERST,14226,ERIE,Discontinued,"December 19, 2019","February 01, 2024","February 01, 2024",NONE,26,Census batch geocode + point-in-district,no,yes
015478,Pharmacy,STATE UNIVERSITY OF NEW YORK AT BUFFALO,SUB-BOARD I. STUDENT HEALTH PHARMACY,SUB-BOARD I STUDENT HLTH PHCY - D-17 MICHAEL HALL 3435 MAIN ST. BUFFALO NY 14214,SUB-BOARD I STUDENT HLTH PHCY - D-17 MICHAEL HALL 3435 MAIN ST,. BUFFALO,14214,ERIE,Transfer,"January 01, 1976","December 19, 2019","December 19, 2019",037824,,,unknown,yes
035401,Pharmacy,STEED ENTERPRISES LLC,BEAVERS PHARMACY,7 MAIN ST. CANISTEO NY 14823,7 MAIN ST,. CANISTEO,14823,STEUBEN,Discontinued,"June 23, 2017","October 17, 2019","October 17, 2019",NONE,23,county wholly in NY-23,yes,yes
027674,Pharmacy,STEED'S PHARMACY LLC,,1141 BROADWAY SUITE #8 ELMIRA NY 14904,1141 BROADWAY,ELMIRA,14904,CHEMUNG,Discontinued,"February 25, 2006","October 23, 2012","October 23, 2012",NONE,23,county wholly in NY-23,yes,yes
028977,Wholesaler,"STEPHAN ACQUISITION, LLC",BENSON'S SURGICAL SUPPLY CO.,5375 TRANSIT RD. WILLIAMSVILLE NY 14221,5375 TRANSIT RD,. WILLIAMSVILLE,14221,ERIE,Discontinued,"June 10, 2008","January 01, 2015","January 01, 2015",NONE,,,unknown,no
012801,Pharmacy,STEUBEN COUNTY INFIRMARY,,BATH-HAMMONDSPORT ROAD BATH NY 14810,BATH-HAMMONDSPORT ROAD,BATH,14810,STEUBEN,Discontinued,"January 07, 1970","March 01, 1989","March 01, 1989",NONE,23,county wholly in NY-23,yes,yes
501465,Storekeeper,"STORNELLI, ALPHONSO",CHAPMAN'S MARKET,CHAPMAN'S MARKET 9202 RIDGE ROAD MIDDLEPORT NY 14105,CHAPMAN'S MARKET 9202 RIDGE ROAD,MIDDLEPORT,14105,NIAGARA,Discontinued,"May 24, 1984","August 31, 1988","August 31, 1988",NONE,,,unknown,no
304363,Wholesaler,"STRATE WELDING SUPPLY CO., INC.",AIRCO MEDICAL GASES,6776 CANAL RD. LOCKPORT NY 14094,6776 CANAL RD,. LOCKPORT,14094,NIAGARA,Discontinued,"September 13, 1982","December 17, 2001","December 17, 2001",NONE,,,unknown,no
202317,Wholesaler/Repacker,"STRATE WELDING SUPPLY CO., INC.",AIRCO MEDICAL GASES,101 COMET ST. BUFFALO NY 14216,101 COMET ST,. BUFFALO,14216,ERIE,Not Registered,"July 22, 1980","July 31, 2025",,041750,,,unknown,no
304266,Wholesaler,"STRATE WELDING SUPPLY CO., INC.",AIRCO MEDICAL GASES,19 CLIFTON AVE. JAMESTOWN NY 14701,19 CLIFTON AVE,. JAMESTOWN,14701,CHAUTAUQUA,Discontinued,"March 18, 1981","December 11, 2000","December 11, 2000",NONE,23,county wholly in NY-23,yes,no
030698,Wholesaler,SUBURBAN ADULT SERVICES INC.,,13339 ROUTE 39 SARDINIA NY 14134,13339 ROUTE 39,SARDINIA,14134,ERIE,Discontinued,"July 27, 2011","June 30, 2017","June 30, 2017",NONE,,,unknown,no
022569,Pharmacy,"SUMMIT PARK FAMILY PHARMACY, INC.",,6934 WILLIAMS RD. SUITE 500 NIAGARA FALLS NY 14304,6934 WILLIAMS RD,. NIAGARA FALLS,14304,NIAGARA,Discontinued,"September 06, 1995","March 13, 1997","March 13, 1997",NONE,,,unknown,yes
027337,Pharmacy,SUMMIT PARK PHARMACY INC.,SUMMIT PARK PHARMACY,2578 NIAGARA FALLS BLVD. SUITE 100 WHEATFIELD NY 14304,2578 NIAGARA FALLS BLVD,. WHEATFIELD,14304,NIAGARA,Active,"November 18, 2005","October 31, 2026",,NONE,26,geocoded earlier,no,yes
040938,Pharmacy,SUPER CARE PHARMACY INC.,,2756 BAILEY AVE. BUFFALO NY 14215,2756 BAILEY AVE,. BUFFALO,14215,ERIE,Active,"October 18, 2024","September 30, 2027",,NONE,26,Census batch geocode + point-in-district,no,yes
101424,Manufacturer,"SWEENEY, PATRICIA M.",PETERSON OINTMENT CO.,PETERSON OINTMENT CO. 257 FRANKLIN ST. BUFFALO NY 14202,PETERSON OINTMENT CO. 257 FRANKLIN ST,. BUFFALO,14202,ERIE,Transfer,"June 18, 1987","July 31, 1990","July 31, 1990",020641,,,unknown,no
021307,Pharmacy,SYNCOR INTERNATIONAL CORPORATION,,"303 CAYUGA DR. - ""OSG"" CHEEKTOWAGA NY 14225",303 CAYUGA DR,". - ""OSG"" CHEEKTOWAGA",14225,ERIE,Transfer,"June 12, 1992","September 30, 1993","September 30, 1993",021850,,,unknown,yes
022149,Wholesaler,SYSCO CORPORATION,,"2063 ALLEN ST., EXT. FALCONER NY 14733",2063 ALLEN ST,"., EXT. FALCONER",14733,CHAUTAUQUA,Discontinued,"October 31, 1994","August 31, 2004","August 31, 2004",NONE,23,county wholly in NY-23,yes,no
023569,Pharmacy,TARGET CORPORATION,TARGET   (T-1010),C/O PHARMACY 1575 NIAGARA FALLS BLVD. AMHERST NY 14228,1575 NIAGARA FALLS BLVD,. AMHERST,14228,ERIE,Transfer,"January 30, 1998","April 29, 2016","April 29, 2016",034147,,,unknown,yes
028011,Pharmacy,TARGET CORPORATION,TARGET PHARMACY,4920 TRANSIT ROAD DEPEW NY 14043,4920 TRANSIT ROAD,DEPEW,14043,ERIE,Transfer,"August 11, 2006","May 17, 2016","May 17, 2016",034165,,,unknown,yes
027892,Pharmacy,TARGET CORPORATION,TARGET PHARMACY,930 COUNTY RD 64 ELMIRA NY 14903,930 COUNTY RD,64 ELMIRA,14903,CHEMUNG,Transfer,"May 22, 2006","May 09, 2016","May 09, 2016",034168,23,county wholly in NY-23,yes,yes
023042,Pharmacy,TARGET CORPORATION,TARGET   (T-1011),C/O PHARMACY 8290 TRANSIT RD. WILLIAMSVILLE NY 14221,8290 TRANSIT RD,. WILLIAMSVILLE,14221,ERIE,Transfer,"September 18, 1996","April 29, 2016","April 29, 2016",034217,,,unknown,yes
023036,Pharmacy,TARGET CORPORATION,TARGET   (T-1014),C/O PHARMACY 1750 WALDEN AVE. CHEEKTOWAGA NY 14225,1750 WALDEN AVE,. CHEEKTOWAGA,14225,ERIE,Transfer,"September 18, 1996","June 10, 2016","June 10, 2016",034157,,,unknown,yes
023041,Pharmacy,TARGET CORPORATION,TARGET   *T-1012),C/O PHARMACY 7414 NIAGARA FALLS BLVD. NIAGARA FALLS NY 14304,7414 NIAGARA FALLS BLVD,. NIAGARA FALLS,14304,ERIE,Transfer,"September 18, 1996","April 29, 2016","April 29, 2016",034189,,,unknown,yes
023037,Pharmacy,TARGET CORPORATION,TARGET   (T-1013),C/O PHARMACY 2626 DELAWARE AVE. BUFFALO NY 14216,2626 DELAWARE AVE,. BUFFALO,14216,ERIE,Transfer,"September 18, 1996","April 29, 2016","April 29, 2016",034155,,,unknown,yes
023430,Pharmacy,TARGET CORPORATION,TARGET   (T-1057),C/O PHARMACY 5622 AMANDA LN. ORCHARD PARK NY 14127,5622 AMANDA LN,. ORCHARD PARK,14127,ERIE,Transfer,"September 17, 1997","April 29, 2016","April 29, 2016",034190,,,unknown,yes
031733,Wholesaler,TECHNICAL GAS PRODUCTS INC.,,2727 BROADWAY CHEEKTOWAGA NY 14227,2727 BROADWAY,CHEEKTOWAGA,14227,ERIE,Discontinued,"August 06, 2013","March 01, 2016","March 01, 2016",NONE,,,unknown,no
013619,Pharmacy,"TENEROWICZ, DANIEL S.",TENEROWICZ PHARMACY,TENEROWICZ PHARMACY 581 RIDGE ROAD LACKAWANNA NY 14218,TENEROWICZ PHARMACY 581 RIDGE ROAD,LACKAWANNA,14218,ERIE,Transfer,"November 10, 1971","February 15, 1994","February 15, 1994",021934,,,unknown,yes
011119,Pharmacy,"TERRANA, JOSEPH S.",MILL PHARMACY,MILL PHARMACY 4180 SENECA ST WEST SENECA NY 14224,MILL PHARMACY 4180 SENECA ST,WEST SENECA,14224,ERIE,Discontinued,"December 31, 1965","July 20, 1988","July 20, 1988",NONE,26,unmatched address; town wholly in/out of NY-23 (assumed),no,yes
028773,Manufacturer,"TEVA WOMEN'S HEALTH, INC.",TEVA PHARMACEUTICALS,825 WURLITZER DRIVE NORTH TONAWANDA NY 14120-2089,825 WURLITZER DRIVE,NORTH TONAWANDA,14120,NIAGARA,Transfer,"May 07, 2008","April 12, 2018","April 12, 2018",036048,,,unknown,no
040831,Pharmacy,THE FREDERICK FERRIS THOMPSON HOSPITAL,UR MEDICINE THOMPSON HEALTH VICTOR MEDICAL GRP PHA,53 W MAIN ST VICTOR NY 14564,53 W MAIN ST,VICTOR,14564,ERIE,Not Active,Not On File,"November 14, 2024","November 14, 2024",NONE,25,Census batch geocode + point-in-district,no,no
008956,Pharmacy,"TILLMAN'S DRUG STORE, INC.",PAINTED POST PHARMACY,100 VILLAGE SQUARE PAINTED POST NY 14870,100 VILLAGE SQUARE,PAINTED POST,14870,STEUBEN,Transfer,"November 23, 1960","July 24, 1991","July 24, 1991",020954,23,county wholly in NY-23,yes,yes
013532,Pharmacy,"TIOGA HEALTHCARE FACILITY, INC.",,C/O PHARMACY 37 NORTH CHEMUNG ST. WAVERLY NY 14892,37 NORTH CHEMUNG ST,. WAVERLY,14892,TIOGA,Discontinued,"December 17, 1971","March 02, 2006","March 02, 2006",NONE,23,county wholly in NY-23,yes,yes
014150,Pharmacy,"TIOGA PHARMACIST SERVICES, INC.",LYNN'S DRUG STORE,62-64 NORTH AVE. OWEGO NY 13827,62-64 NORTH AVE,. OWEGO,13827,TIOGA,Transfer,"March 27, 1973","May 20, 1993","May 20, 1993",021668,23,county wholly in NY-23,yes,yes
020365,Pharmacy,"TIOGA PHARMACIST SERVICES, INC.",,MAIN ST. NEWARK VALLEY NY 13811,MAIN ST,. NEWARK VALLEY,13811,TIOGA,Transfer,"November 09, 1989","May 20, 1993","May 20, 1993",020365,23,county wholly in NY-23,yes,yes
018422,Pharmacy,"TIOGA PHARMACIST SERVICES, INC.",LYNN'S DRUG STORE,91 MAIN ST. CANDOR NY 13743,91 MAIN ST,. CANDOR,13743,TIOGA,Transfer,"January 02, 1985","May 21, 1993","May 21, 1993",021667,23,county wholly in NY-23,yes,yes
025264,Pharmacy,TLC HEALTH NETWORK INC.,,C/O PHARMACY 845 ROUTES 5 & 20 IRVING NY 14081,845 ROUTES 5 & 20,IRVING,14081,CHAUTAUQUA,Transfer,"March 22, 2002","March 29, 2019","March 29, 2019",036856,23,county wholly in NY-23,yes,yes
024431,Pharmacy,TODAMAR INC.,FAMILY PHARMACY PLUS,320 SOUTH TRANSIT STREET LOCKPORT NY 14094,320 SOUTH TRANSIT STREET,LOCKPORT,14094,NIAGARA,Discontinued,"October 01, 1999","October 24, 2023","October 24, 2023",NONE,24,Census batch geocode + point-in-district,no,yes
026802,Pharmacy,TOPS MARKETS LLC,,301 MEADOW DRIVE NORTH TONAWANDA NY 14120,301 MEADOW DRIVE,NORTH TONAWANDA,14120,NIAGARA,Active,"June 28, 2004","March 31, 2028",,NONE,26,Census batch geocode + point-in-district,no,yes
026139,Pharmacy,TOPS MARKETS LLC,,1275 JEFFERSON AVENUE BUFFALO NY 14208,1275 JEFFERSON AVENUE,BUFFALO,14208,ERIE,Active,"July 08, 2003","March 31, 2028",,NONE,26,Census batch geocode + point-in-district,no,yes
025290,Pharmacy,TOPS MARKETS LLC,,C/O PHARMACY 3201 SOUTHWESTERN BLVD. ORCHARD PARK NY 14127,3201 SOUTHWESTERN BLVD,. ORCHARD PARK,14127,ERIE,Active,"March 04, 2002","March 31, 2028",,NONE,23,Census batch geocode + point-in-district,yes,yes
042599,Pharmacy,"TOPS MARKETS, LLC",,1000 PORTAGE RD NIAGARA FALLS NY 14301,1000 PORTAGE RD,NIAGARA FALLS,14301,NIAGARA,Active,"July 23, 2026","March 31, 2028",,NONE,26,unmatched address; city wholly outside NY-23 (assumed),no,yes
041156,Pharmacy,"TOPS MARKETS, LLC",,425 NIAGARA ST. BUFFALO NY 14201,425 NIAGARA ST,. BUFFALO,14201,ERIE,Active,"February 05, 2025","January 31, 2028",,NONE,26,Census batch geocode + point-in-district,no,yes
026428,Pharmacy,"TOPS MARKETS, LLC",,C/O PHARMACY 165 DELAWARE AVE. SIDNEY NY 13838-1349,165 DELAWARE AVE,. SIDNEY,13838,ERIE,Transfer,"December 02, 2003","October 20, 2005","October 20, 2005",027497,,,unknown,yes
024913,Pharmacy,"TOPS MARKETS, LLC",,C/O PHARMACY 890 YOUNG ST. TONAWANDA NY 14150,890 YOUNG ST,. TONAWANDA,14150,ERIE,Active,"December 19, 2000","March 31, 2028",,NONE,26,Census batch geocode + point-in-district,no,yes
024821,Pharmacy,"TOPS MARKETS, LLC",TOPS,C/O PHARMACY 65 GREY ST. EAST AURORA NY 14052,65 GREY ST,. EAST AURORA,14052,ERIE,Discontinued,"October 11, 2000","January 19, 2015","January 19, 2015",NONE,,,unknown,yes
024658,Pharmacy,"TOPS MARKETS, LLC",TOPS,C/O PHARMACY 1740 SHERIDAN DR. TONAWANDA NY 14223,1740 SHERIDAN DR,. TONAWANDA,14223,ERIE,Active,"March 03, 2000","March 31, 2028",,NONE,26,Census batch geocode + point-in-district,no,yes
024597,Pharmacy,"TOPS MARKETS, LLC",TOPS,184 SO. CASCADE DR. SPRINGVILLE NY 14141,184 SO. CASCADE DR,. SPRINGVILLE,14141,ERIE,Discontinued,"December 10, 1999","January 19, 2015","January 19, 2015",NONE,,,unknown,yes
024596,Pharmacy,"TOPS MARKETS, LLC",,C/O PHARMACY 6914 ERIE ROAD DERBY NY 14047,6914 ERIE ROAD,DERBY,14047,ERIE,Active,"December 10, 1999","March 31, 2028",,NONE,23,Census batch geocode + point-in-district,yes,yes
024493,Pharmacy,"TOPS MARKETS, LLC",TOPS,12775 BROADWAY ALDEN NY 14004,12775 BROADWAY,ALDEN,14004,ERIE,Active,"September 14, 1999","March 31, 2028",,NONE,23,Census batch geocode + point-in-district,yes,yes
024474,Pharmacy,"TOPS MARKETS, LLC",TOPS,C/O PHARMACY 700 THRUWAY PLAZA DR. CHEEKTOWAGA NY 14225,700 THRUWAY PLAZA DR,. CHEEKTOWAGA,14225,ERIE,Active,"September 14, 1999","March 31, 2028",,NONE,,,unknown,yes
023231,Pharmacy,"TOPS MARKETS, LLC",TOPS,C/O PHARMACY 2000 WASHINGTON ST. JAMESTOWN NY 14701,2000 WASHINGTON ST,. JAMESTOWN,14701,CHAUTAUQUA,Active,"March 26, 1997","March 31, 2028",,NONE,23,county wholly in NY-23,yes,yes
023115,Pharmacy,"TOPS MARKETS, LLC",TOPS,C/O PHARMACY DEPT. 150 NIAGARA ST. TONAWANDA NY 14150,DEPT. 150 NIAGARA ST,. TONAWANDA,14150,ERIE,Active,"November 08, 1996","March 31, 2028",,NONE,26,Census batch geocode + point-in-district,no,yes
023057,Pharmacy,"TOPS MARKETS, LLC",TOPS,C/O PHARMACY DEPT. 299 S. MAIN ST. ELMIRA NY 14094,DEPT. 299 S. MAIN ST,. ELMIRA,14094,CHEMUNG,Discontinued,"September 10, 1996","January 19, 2015","January 19, 2015",NONE,23,county wholly in NY-23,yes,yes
022973,Pharmacy,"TOPS MARKETS, LLC",TOPS,C/O PHARMACY 9660 TRANSIT RD. E. AMHERST NY 14051,9660 TRANSIT RD,. E. AMHERST,14051,ERIE,Active,"July 02, 1996","March 31, 2028",,NONE,26,Census batch geocode + point-in-district,no,yes
022854,Pharmacy,"TOPS MARKETS, LLC",TOPS,C/O PHARMACY 309 W. MORRIS ST. BATH NY 14810,309 W. MORRIS ST,. BATH,14810,STEUBEN,Active,"February 14, 1996","March 31, 2028",,NONE,23,county wholly in NY-23,yes,yes
022350,Pharmacy,"TOPS MARKETS, LLC",TOPS,C/O PHARMACY 2401 W. STATE ST. OLEAN NY 14760,2401 W. STATE ST,. OLEAN,14760,CATTARAUGUS,Active,"January 06, 1995","March 31, 2028",,NONE,23,county wholly in NY-23,yes,yes
022103,Pharmacy,"TOPS MARKETS, LLC",TOPS,C/O PHARMACY 1460 S. PARK AVE. BUFFALO NY 14220,1460 S. PARK AVE,. BUFFALO,14220,ERIE,Active,"May 19, 1994","March 31, 2028",,NONE,26,Census batch geocode + point-in-district,no,yes
021891,Pharmacy,"TOPS MARKETS, LLC",TOPS,C/O PHARMACY CONSUMER SQUARE PLAZA 830 COUNTY RTE 64 ELMIRA NY 14903,CONSUMER SQUARE PLAZA 830 COUNTY RTE 64,ELMIRA,14903,CHEMUNG,Discontinued,"October 12, 1993","January 20, 2015","January 20, 2015",NONE,23,county wholly in NY-23,yes,yes
021857,Pharmacy,"TOPS MARKETS, LLC",TOPS,3035 NIAGARA FALLS BLVD. AMHERST NY 14228,3035 NIAGARA FALLS BLVD,. AMHERST,14228,ERIE,Active,"September 13, 1993","March 31, 2028",,NONE,26,Census batch geocode + point-in-district,no,yes
021550,Pharmacy,"TOPS MARKETS, LLC",MARTIN'S PHARMACY,3955 VINEYARD DR. DUNKIRK NY 14048,3955 VINEYARD DR,. DUNKIRK,14048,CHAUTAUQUA,Active,"February 26, 1993","March 31, 2028",,NONE,23,county wholly in NY-23,yes,yes
024259,Pharmacy,"TOPS MARKETS, LLC",TOPS,C/O PHARMACY 6363 TRANSIT RD. DEPEW NY 14043,6363 TRANSIT RD,. DEPEW,14043,ERIE,Active,"February 24, 1999","March 31, 2028",,NONE,23,Census batch geocode + point-in-district,yes,yes
024728,Pharmacy,"TOPS MARKETS, LLC",TOPS,C/O PHARMACY 2140 GRAND ISLAND BLVD. GRAND ISLAND NY 14072,2140 GRAND ISLAND BLVD,. GRAND ISLAND,14072,ERIE,Active,"May 31, 2000","March 31, 2028",,NONE,26,Census batch geocode + point-in-district,no,yes
021359,Pharmacy,"TOPS MARKETS, LLC",TOPS,S6150 SOUTH PARK AVE. HAMBURG NY 14075,S6150 SOUTH PARK AVE,. HAMBURG,14075,ERIE,Active,"June 23, 1992","March 31, 2028",,NONE,23,Census batch geocode + point-in-district,yes,yes
021303,Pharmacy,"TOPS MARKETS, LLC",TOPS,2101 ELMWOOD AVE. BUFFALO NY 14207,2101 ELMWOOD AVE,. BUFFALO,14207,ERIE,Active,"April 24, 1992","March 31, 2028",,NONE,26,Census batch geocode + point-in-district,no,yes
018345,Pharmacy,"TOPS MARKETS, LLC",TOPS,3500 MAIN ST. AMHERST NY 14226,3500 MAIN ST,. AMHERST,14226,ERIE,Active,"November 05, 1984","March 31, 2028",,NONE,26,Census batch geocode + point-in-district,no,yes
021160,Pharmacy,"TOPS MARKETS, LLC",TOPS,C/O PHARMACY 4777 TRANSIT RD. DEPEW NY 14043,4777 TRANSIT RD,. DEPEW,14043,ERIE,Active,"November 20, 1991","March 31, 2028",,NONE,23,Census batch geocode + point-in-district,yes,yes
041159,Pharmacy,"TOPS MARKETS, LLC",,5175 BROADWAY DEPEW NY 14043,5175 BROADWAY,DEPEW,14043,ERIE,Active,"February 10, 2025","January 31, 2028",,NONE,23,Census batch geocode + point-in-district,yes,yes
018483,Pharmacy,"TOPS MARKETS, LLC",TOPS,2351 MAPLE RD. AMHERST NY 14221,2351 MAPLE RD,. AMHERST,14221,ERIE,Active,"February 26, 1985","March 31, 2028",,NONE,26,Census batch geocode + point-in-district,no,yes
017973,Pharmacy,"TOPS MARKETS, LLC",TOPS,7200 NIAGARA FALLS BLVD. NIAGARA FALLS NY 14304,7200 NIAGARA FALLS BLVD,. NIAGARA FALLS,14304,NIAGARA,Active,"December 08, 1983","March 31, 2028",,NONE,,,unknown,yes
021162,Pharmacy,"TOPS MARKETS, LLC",TOPS,C/O PHARMACY 345 AMHERST ST. BUFFALO NY 14207,345 AMHERST ST,. BUFFALO,14207,ERIE,Active,"November 15, 1991","March 31, 2028",,NONE,26,Census batch geocode + point-in-district,no,yes
041158,Pharmacy,"TOPS MARKETS, LLC",,5827 S. TRANSIT RD LOCKPORT NY 14094,5827 S. TRANSIT RD,LOCKPORT,14094,NIAGARA,Active,"February 05, 2025","January 31, 2028",,NONE,23,Census batch geocode + point-in-district,yes,yes
020913,Pharmacy,"TOPS MARKETS, LLC",TOPS,C/O PHARMACY 355 ORCHARD PARK RD. WEST SENECA NY 14224,355 ORCHARD PARK RD,. WEST SENECA,14224,ERIE,Active,"March 21, 1991","March 31, 2028",,NONE,26,geocoded earlier,no,yes
020926,Pharmacy,"TOPS MARKETS, LLC",MARTIN'S PHARMACY,3980 MAPLE RD. AMHERST NY 14226,3980 MAPLE RD,. AMHERST,14226,ERIE,Active,"March 27, 1991","March 31, 2028",,NONE,26,Census batch geocode + point-in-district,no,yes
025108,Pharmacy,"TOPS MARKETS, LLC.",,C/O PHARMACY 3865 UNION RD. CHEEKTOWAGA NY 14225,3865 UNION RD,. CHEEKTOWAGA,14225,ERIE,Active,"August 07, 2001","March 31, 2028",,NONE,26,Census batch geocode + point-in-district,no,yes
032923,Wholesaler,"TOPS MARKETS, LLC.",,5873 GENESEE STREET LANCASTER NY 14086,5873 GENESEE STREET,LANCASTER,14086,ERIE,Active,"August 01, 2014","March 31, 2028",,NONE,,,unknown,no
030102,Pharmacy,"TOPS PT, LLC",QUALITY FOOD MARKET,7134 ROCHESTER RD. LOCKPORT NY 14094,7134 ROCHESTER RD,. LOCKPORT,14094,NIAGARA,Active,"April 08, 2010","March 31, 2028",,NONE,24,Census batch geocode + point-in-district,no,yes
030101,Pharmacy,"TOPS PT, LLC",QUALITY FOOD MARKET,738 FOOTE AVE. JAMESTOWN NY 14701,738 FOOTE AVE,. JAMESTOWN,14701,CHAUTAUQUA,Discontinued,"April 08, 2010","January 21, 2015","January 21, 2015",NONE,23,county wholly in NY-23,yes,yes
